,Brand,Model,ModelVersion,Price,Carrosserie,État,Portes,Version pays,Kilométrage,Année,Puissance kW (CH),Transmission,Vitesses,Carburant,Couleur extérieure,Accoudoir,Assistant de démarrage en côte,Capteurs d'aide au stationnement arrière,Capteurs d'aide au stationnement avant,Climatisation,Climatisation automatique,Detecteur de lumiere,Detecteur de pluie,Regulateur de vitesse,Rétroviseurs lateraux electriques,Sieges electriques,Start/Stop automatique,Système de navigation,Vitres electriques,Volant en cuir,Volant multifonctions,Véhicule non fumeur,Sellerie cuir,MP3,Radio,Soundsystem,"Jantes alliage (13"")",Feux anti-brouillard,Sièges sport,Suspension sport,Rétroviseurs latéraux électriques,Sièges arrières 1/3 - 2/3,CD,Ordinateur de bord,ABS,Direction assistée,Verrouillage centralisé avec télécommande,"Jantes alliage (15"")",Pack Sport,Vitres électriques,Airbag avant,Airbag conducteur,Airbag passager,Verrouillage centralisé,"Climatisation automatique, bi-zone",Détecteur de lumière,Détecteur de pluie,Pare-brise chauffant,Radar de recul,Régulateur de vitesse,Sièges chauffants,Sièges électriques,Toit ouvrant,Toit panoramique,Vitres teintées,ESP,Attache remorque,"Jantes alliage (16"")",Pneus été,Airbag arrière,Airbags latéraux,Isofix,Phares de jour,Verrouillage centralisé sans clé,Anti-démarrage,Phares au Xénon,Jantes alliage,Système de nettoyage des phares,Siège à réglage lombaire,Anti-patinage,Phares directionnels,Jantes acier,Roue de secours,Roue de urgence,Radio numérique,Siège passager repliable,Dispositif mains libres,Alarme,LED phare de jour,Frein de stationnement électronique,Kit de dépannage,Pneus tout temps saisons,Affichage tête haute,USB,Pneus neige,Bluetooth,Assistant feux de route,Feux de route non éblouissants,Limiteur de vitesse,Phares au LED,Système d'appel d'urgence,Système de contrôle de la pression pneus,Système de détection de la somnolence,Catalyseur,Commande vocale,"Jantes alliage (17"")",Prolongateur d'autonomie,Rétroviseur intérieur anti-éblouissement automatique,Séparateur pour coffre,Chauffage auxiliaire,Sièges ventilés,Écran multifonction entièrement numérique,Alerte de franchissement involontaire de lignes,Caméra d'aide au stationnement,Hayon arrière électrique,Hotspot Wi-Fi,Sièges massants,Suspension pneumatique,Volant chauffant,Chargeur smartphone à induction,Assistant au freinage d'urgence,Assistant de vision nocturne,Avertisseur d'angle mort,Détection des panneaux routiers,Régulateur de distance,Système d'avertissement de distance,Ecran tactile,Éclairage d'ambiance,360° caméra,Android Auto,Apple CarPlay,Streaming audio intégré,Porte coulissante droite,Système d'aide au stationnement automatique,Porte-bagages,Phares Full LED,"Jantes alliage (19"")",Pack hiver,Palettes de changement de vitesses,Porte coulissante gauche,Compatible E-10,Cloison de cabine,Kit fumeur,Phares bi-xénon,Phares laser,"Jantes alliage (18"")","Climatisation automatique, 4 zones",Déflecteur,Coupe vent (pour cabriolet),Réglage électrique du siège arrière,"Jantes alliage (21"")",Trappe à ski,"Jantes alliage (20"")",Fonction TV,"Jantes alliage (22"")","Climatisation automatique, 3 zones",Porte coulissante,Tuning,Volant à droite,Fonctionne au biodiesel,"Jantes alliage (23"")",Auvent,Equipement handicapé,"Jantes alliage (14"")"
36,Renault ,dCi 110 EDC Bose Edition,Scenic,10490.0,Break,Occasion,5,N/A,130 000 km,10/2012,81 kW (110 CH),Boîte automatique,6,Diesel (Filtre à particules),Blanc,True,True,True,True,True,True,False,False,False,False,False,True,True,False,True,True,Oui,,True,True,True,,True,,,True,True,True,True,True,True,True,,True,True,True,True,True,True,,True,True,,True,True,True,,,,True,True,,,,True,True,True,True,True,True,True,,,,,True,,True,True,True,,True,True,True,True,True,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Renault ,2.0 dCi 160 Cabrio GT,Megane,13490.0,Cabriolet,Occasion,2,N/A,115 190 km,06/2013,118 kW (160 CH),Boîte manuelle,N/A,Diesel,Gris,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,Oui,True,,True,,,True,,True,True,,True,,True,True,,,,True,,True,True,True,,True,True,,True,True,True,,,True,,True,,,True,,True,True,,,True,,True,,,,,,,,,,,,,,,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Renault ,Energy TCe 115 Start & Stop,Megane,6999.0,Citadine,Occasion,5,N/A,109 000 km,10/2013,85 kW (116 CH),Boîte manuelle,6,Essence,Gris,True,True,True,True,True,False,False,False,False,False,False,True,True,False,False,True,Oui,,,True,,,,,,True,True,True,True,True,True,True,,,True,True,True,True,True,True,,True,,True,True,True,,,,,,,,,True,True,True,,True,,,,,,True,,,,True,True,True,,,,,,,,True,,True,,,True,,True,True,,,,,,True,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Renault ,CABRIOLET 1.6 DCI 130 FLORIDE,Megane,10900.0,Citadine,Occasion,2,N/A,113 600 km,02/2014,96 kW (131 CH),Boîte manuelle,6,Diesel,Noir,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,N/A,True,,,,,True,,,True,,True,True,True,True,True,,,True,,True,True,True,True,True,True,,True,True,,,,True,,True,,,,,True,,,,,,True,,,,,,,,,,,,,,,,,True,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Renault ,IV GT RS 1.2 Auto.,Clio,10950.0,Citadine,Occasion,3,N/A,116 000 km,07/2014,88 kW (120 CH),Boîte automatique,6,Essence,Blanc,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,True,Oui,,,True,,,,True,,True,,True,True,True,True,,,,True,True,True,True,True,,,True,,True,True,,,,,,True,,,,True,True,True,True,,,,True,,,,,,,,True,,,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Renault ,Automatique,Captur,13900.0,Autres,Occasion,N/A,N/A,90 500 km,07/2014,88 kW (120 CH),Boîte automatique,N/A,Essence,Gris,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Renault ,N/A,Captur,11990.0,SUV/4x4/Pick-Up,Occasion,5,N/A,73 400 km,08/2015,66 kW (90 CH),Boîte manuelle,5,Super E10 95,Rouge,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,Oui,True,,True,,,True,,,True,True,,True,True,True,True,,,True,,True,True,,,True,True,,True,True,True,,,,True,True,,,,,True,True,,True,True,,,,True,True,,,True,,True,,True,True,True,,,True,True,True,,True,True,,True,,,,,True,,True,,,,,,True,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Renault ,1.6 TCE Initiale Paris EDC,Espace,20500.0,Berline,Occasion,5,N/A,40 000 km,11/2015,147 kW (200 CH),Boîte automatique,N/A,Essence,Beige,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,Oui,True,,True,,,True,,,True,True,,True,True,True,,,,True,True,True,True,True,,True,True,True,True,True,True,,,True,,True,,,True,True,True,,True,,True,,,,True,,True,,,,,True,True,,,,,,,True,True,True,True,,True,,,True,,,True,,,,,,,True,,True,True,,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Renault ,R.S,Megane,24990.0,Citadine,Occasion,3,N/A,38 472 km,02/2016,201 kW (273 CH),Boîte manuelle,6,Essence,Noir,False,False,True,True,True,True,False,False,False,False,False,True,True,False,True,True,Oui,,,True,True,,True,True,True,True,True,True,True,True,True,True,,True,True,,True,True,True,,True,True,True,True,True,,,,,True,True,,,True,True,True,True,,,,True,True,,True,True,,,,,,True,,True,,,,,,True,,True,,,True,,,True,,,,,,True,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Renault ,1.5 DCI 110 BOSE EDITION EDC AUTOMATIQUE,Scenic,12900.0,Monospace,Occasion,5,N/A,76 650 km,04/2016,81 kW (110 CH),Boîte automatique,N/A,Diesel,Gris,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,N/A,,True,,,,True,,,True,,True,True,True,True,True,,,True,,True,True,True,True,True,True,,True,True,,,,,,True,,,,,True,,,,,,True,,,,,,,,,,,,,True,,,,True,,True,,,True,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Renault ,1.5 dCi 110 Intens Auto.,Megane,15990.0,Berline,Occasion,4,N/A,58 060 km,05/2016,81 kW (110 CH),Boîte automatique,N/A,Diesel,Gris,True,False,True,False,True,False,False,False,False,False,False,True,True,False,True,True,Oui,,,True,,,True,,,True,,,True,True,True,,,,True,,True,True,,True,True,True,,True,True,,,,,,True,,,True,,True,True,,True,,,True,,,,,,,,,,,,,,,,,True,True,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Renault ,1.2tce energy intens,Megane,12000.0,Autres,Occasion,5,N/A,80 000 km,05/2016,97 kW (132 CH),Boîte manuelle,7,N/A,Gris,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,True,Oui,,True,True,True,,,,,True,,,True,,True,True,,,True,True,True,True,True,,True,True,,True,True,,,,,,,,,,True,True,True,,True,,,,,,,,,,,True,,True,,,,,,,True,,True,,,True,,,,,,,,,,,,,True,True,True,,True,,,,True,,,,,,True,,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Renault ,UTILITAIRE KANGOO 1.5DCI 66CH CLIM,Kangoo,8998.0,Utilitaire,Occasion,5,Allemagne,99 600 km,06/2016,66 kW (90 CH),Boîte manuelle,5,Diesel (Filtre à particules),Blanc,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,N/A,,,True,,,,,,,,True,True,True,True,True,,,True,True,True,True,True,,,,,,,,,,,True,True,,,,,,,,,True,,,,,True,,,,,,,True,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Renault ,TCe 90 Energy Intens - Garantie 12 Mois,Captur,12900.0,SUV/4x4/Pick-Up,Occasion,5,Luxembourg,49 000 km,07/2016,66 kW (90 CH),Boîte manuelle,5,Essence,Beige,False,False,True,False,True,True,False,False,False,False,False,True,True,False,True,True,N/A,,True,True,,,True,,,True,True,,True,True,,,,,True,True,True,True,,,,True,,True,True,,,,,True,True,,,True,,True,True,,True,True,,True,,True,True,,,,,,,True,,,,True,,,True,True,True,,,True,True,,True,,,True,,,,,,,,,True,,,,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Renault ,1.0 SCe Zen,Twingo,8500.0,Citadine,Occasion,5,France,28 300 km,11/2016,51 kW (69 CH),Boîte manuelle,N/A,Essence,Blanc,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Oui,,,,,,,,,,,,True,True,,,,,True,True,,,True,,,,,,,,,,,True,True,,,True,,,True,True,,,,,,,,,,,,,,,,,,,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Renault ,ENERGY dCi 110 EDC BOSE EDITION,Grand Scenic,16450.0,Break,Occasion,5,N/A,114 000 km,01/2017,81 kW (110 CH),Boîte automatique,7,Diesel (Filtre à particules),Blanc,True,True,True,True,True,True,False,False,False,False,False,True,True,False,True,True,Oui,,True,True,True,,True,,,True,True,,,True,True,True,,,True,True,True,True,True,,True,True,,True,True,True,True,,True,True,True,,,,True,True,True,,True,True,,True,True,,True,True,True,,True,True,True,True,,True,True,,True,True,True,,True,True,,True,True,,True,,,,,,True,True,,,True,True,True,,True,True,,,,True,,True,True,,True,True,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Renault ,Intens TCe 90 EDC,Twingo,14000.0,Citadine,Occasion,5,N/A,51 252 km,03/2017,66 kW (90 CH),Boîte automatique,6,Super 95,Noir,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,True,Oui,,,True,,,True,,,True,True,,True,True,True,True,True,,True,,True,True,True,,,,,True,True,,,,,,True,,,,,True,True,,,True,,,,,True,,,,,True,,,,,,True,,,True,True,True,,,True,,,True,,,,,,,,,,True,,True,,,,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Renault ,RS Trophy,Clio,19990.0,Berline,Occasion,5,N/A,95 100 km,03/2017,162 kW (220 CH),Boîte automatique,6,Essence,Blanc,False,True,True,False,True,True,False,False,False,False,False,True,True,False,True,True,Oui,True,,True,True,,,True,True,,,,True,True,True,,,True,True,True,True,True,True,,True,True,True,True,True,True,,,,,True,,,True,True,True,,,True,,,,,True,True,,,,,True,,True,True,,,True,,,True,True,True,,True,True,,,True,,True,True,,,True,True,,,,,,True,,,True,,,,,,,,,True,True,,,,,,,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,
64,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Renault ,Automatique Bose,Megane,14900.0,Autres,Occasion,N/A,N/A,103 600 km,05/2017,81 kW (110 CH),Boîte automatique,N/A,Diesel,Blanc,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Renault ,ENERGY TCe 90 Start,Captur,16.4901549,SUV/4x4/Pick-Up,Occasion,5,Belgique,59 305 km,05/2017,66 kW (90 CH),Boîte manuelle,5,Essence,Brun,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,True,N/A,,True,True,,,,,,True,,,True,True,True,True,,,True,,True,True,True,,True,True,,True,True,,,,,,True,,,,,,True,,True,,,True,,,,,,,,,,True,,,,,,,True,,True,,,,,,,,True,,,,,,,,,,True,,,,,,,,,,,,,True,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Renault ,1.6 DCI INTENSE 4CONTROL EDC,Talisman,19300.0,Berline,Occasion,5,N/A,106 000 km,06/2017,96 kW (131 CH),Boîte automatique,N/A,Diesel (Filtre à particules),Blanc,False,False,True,False,True,True,False,False,False,False,False,True,True,False,True,True,N/A,True,,True,True,,,True,,True,,,True,True,,True,,True,True,,True,True,True,,True,True,,True,True,True,True,,,True,True,,,,,,True,,True,,True,True,,,,,,,,True,,True,,True,,,,,True,True,True,,,True,True,,,,,,,,True,,,True,True,,True,,,True,,,,,,,,,,True,True,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Renault ,1.2 TCe Energy Bose Edition,Scenic,16790.0,Monospace,Occasion,5,N/A,50 655 km,07/2017,97 kW (132 CH),Boîte manuelle,6,Essence,Bleu,True,False,True,True,True,True,False,False,False,False,False,False,True,False,False,False,N/A,,,True,,,True,,,,True,,,True,True,,,,,,True,True,True,,True,True,,True,True,,,,,,,,,True,True,True,True,True,True,True,,True,,,True,,,True,,,,True,,True,True,,,,True,True,True,,,True,,,,True,,,,,,,,,True,,True,,,,,,,,,,True,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Renault ,Energy dCi 160 EDC Initiale Paris,Espace,20850.0,Break,Occasion,5,N/A,98 000 km,11/2017,118 kW (160 CH),Boîte automatique,6,Diesel (Filtre à particules),Noir,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,False,N/A,,,True,True,,,,,True,,,,True,True,,,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,True,True,,,,True,True,True,,True,True,,True,,,True,,,True,,True,True,True,,True,True,,True,True,True,,True,True,,True,True,,True,,,True,,,True,True,,True,,True,True,True,True,True,,True,,True,,True,True,,True,True,,,True,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Renault ,1.2 TCe Energy Initiale Paris,Scenic,16990.0,Monospace,Occasion,5,Luxembourg,43 250 km,02/2018,96 kW (131 CH),Boîte manuelle,6,Essence,Jaune,True,False,True,True,True,True,False,False,False,False,False,True,True,False,True,True,Oui,True,,True,True,,True,,,True,,,True,True,True,,,,True,,True,True,,,True,True,,True,True,True,True,,True,True,,,,True,,True,True,,True,,,True,,True,True,,,,,True,,,,True,True,,,True,True,,True,,,True,True,,,,,,,,,,,,,True,True,,,,,,,True,,,True,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Renault ,1.5 DCI 110 Estate GT LINE,Megane,168801.0,Break,Occasion,5,Luxembourg,56 500 km,02/2018,81 kW (110 CH),Boîte manuelle,6,Diesel (Filtre à particules),Bleu,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,True,Oui,,True,,True,,True,True,,True,True,,True,True,True,True,,True,True,,True,True,,,True,True,,True,True,,,,,True,True,,,True,True,True,True,,,True,,,,,True,,,,,True,,True,,True,True,True,,,True,,True,True,,True,True,,True,,,,True,,True,,,,True,True,,,,,,,,True,,,True,,,True,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Renault ,1.5 DCi 90 Pack Multispace,Kangoo,16850.0,Monospace,Occasion,5,Luxembourg,85 000 km,03/2018,66 kW (90 CH),Boîte manuelle,5,Diesel (Filtre à particules),Gris,True,False,True,False,True,True,False,False,False,False,False,True,True,False,True,True,Oui,,,True,,,True,,,True,,,True,True,True,True,,,True,,True,True,True,,True,True,,True,True,,,,,True,True,True,True,,,,True,True,,True,,,,,True,,,,,,,,True,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
77,Renault ,1.3 TCE 163 ENERGY BOSE EDITION 7PL,Grand Scenic,209901.0,Monospace,Occasion,5,N/A,55 374 km,04/2018,120 kW (163 CH),Boîte manuelle,6,Essence,Gris,False,False,True,True,True,True,False,False,False,False,False,True,False,False,False,True,Oui,,,,,,True,,,True,True,,True,True,True,,,,True,,True,,True,,True,True,,True,True,True,,,,True,True,,,,,True,True,,,True,,True,,,True,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Renault ,1.5 dCi 110 INITIALE PARIS,Captur,14990.0,Berline,Occasion,5,N/A,90 149 km,04/2018,81 kW (110 CH),Boîte manuelle,6,Diesel,Gris,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,True,Oui,True,,,,,,,,,,,,,True,,,,,,True,True,True,,True,True,,True,True,True,,,,True,True,,,,,True,True,,True,True,,,,,True,,,,,,,,,True,True,,,,True,,True,,,,,,True,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Renault ,IV 1.8 TCe 280 R.S.,Megane,28990.0,Coupé,Occasion,4,N/A,47 670 km,07/2018,205 kW (279 CH),Boîte manuelle,N/A,Essence 91,Gris,True,True,True,True,True,True,False,False,False,False,False,True,True,False,True,True,Oui,,,,,,True,,True,True,,,True,True,True,,,,True,,True,True,,,True,True,,True,True,,,,,,True,,,True,,True,True,,True,,,True,,,,,,,,True,,,,,,,,,True,,True,,,,,,True,,,True,,,,,,,,,,,,,,,,,,True,,,,True,True,,True,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
